ID_Penjualan,ID_Produk,ID_Toko,tanggal_penjualan,kuantitas_penjualan,harga_penjualan,wilayah_penjualan
8cc4baba-3a8b-4440-b4b1-aeb3ac4560d6,570849d6-ac85-4d93-b8c1-71f8ad32974d,0d0f91f4-acd6-48cb-9db9-4ea9b3c54ec1,2024-02-13,9,166.79,Weberville
d660bedc-4782-48b8-a40e-ed6112001b12,c162a0a9-7225-4c85-bc05-f581672cc7f5,5345c1df-14d9-46ab-b075-fd6262ed3937,2024-05-16,58,179.91,Bryanfurt
ff0fa36c-2c97-49bd-a0f0-68ab6f406871,735b7a2b-3daf-450d-8c2f-0c12d92dc9ef,ee9d4880-5145-419b-905c-e9d4d3411378,2024-04-24,20,53.26,West Robertchester
db5b4a9e-3202-4966-a0c0-7059844b84e3,16e06029-803e-4fff-999c-1ce547e94957,2d435295-eb9d-4a46-be7e-bb997ebb22af,2024-02-07,24,40.98,Lake Jackieview
2c533b5e-224e-4aae-8b94-3423347d6e37,4dc43f72-a28a-4505-8895-98331cfc8e66,8ecf3690-4d00-4ac1-a5fb-6f4721a1caf9,2024-01-13,3,36.54,Andrewburgh
97578306-734b-472b-b8e4-f8a5498b8ca9,068b7bcc-8613-47f0-a920-ca96184382d2,bdef2931-aee2-4727-97be-392dd2f981b5,2024-03-29,58,121.34,North Sandra
28686460-48f6-4c55-97b5-92c443e3e524,d6fcc706-90f3-4ad1-aa7f-9b736ab9e257,7644bba1-9177-43db-be87-584376932f50,2024-03-31,8,149.29,West Catherine
122be3a0-c6e0-4ad3-864d-78729def3f22,69ff76f6-7869-4332-bad1-1850b8bfb299,281a5cc4-9f49-48f8-8689-ea9a028d4851,2024-03-13,91,44.03,Ramirezberg
8b90d94f-f5f8-45e0-9dd0-c4da32d41749,46e7c280-298c-4134-aaf6-77d4d15a8cd3,434493fa-3b98-4bb0-8eaf-2922c3c752b7,2024-05-13,79,190.81,Cowanstad
f2f64c6d-daea-414c-aca2-5e0fd424967c,90b4e3ef-2101-4470-bf11-2074ac310363,33df343e-a883-4a9b-a028-0cb6d8268103,2024-04-11,98,163.39,Wilkinschester
8d6277d1-78db-4e84-8401-980f18775368,dbb4d315-3ccb-4462-bb05-1edfc46b7e29,4d26011a-030d-4a06-aa26-8e5d89fb2659,2024-04-06,62,175.09,West Regina
dd8e6577-e938-4437-99f2-139d8b0fbe7e,b5c9a1cb-c492-4261-9e9c-a21b63cdad60,72d54c54-66cf-4ac8-a34b-1812c2976458,2024-03-20,3,172.86,West Robert
e27cf306-e89e-4c35-9ac7-2406d31ee7fe,42374060-9be2-4ae9-bd95-a4a7f262de6b,c4a978df-5e77-43fb-a987-5dcce115df9f,2024-01-10,25,171.25,Jonestown
b29c815e-9242-4103-a1f3-17d15fbc66b8,182207b8-f06d-4557-9846-6a44cd42221b,4c018002-840d-4dae-b7ab-e8c4db34de15,2024-04-21,93,95.54,Shannonview
8b470da2-e2cd-494d-bdf0-9f8eb84455e8,3287a8e2-3327-4396-9e52-2d6f7abbb9c8,82990f84-2d7e-4625-93a2-1fe38158d086,2024-01-22,58,71.36,West Janechester
c366ce1d-5efd-4d2b-957a-a3a9ca27c38a,4f948480-f160-4405-a8e7-2c9a46529771,acb98295-fcf2-4a15-a9f2-217ad0e54126,2024-03-18,33,29.79,South Amandachester
673aeb46-631f-4ee7-a36a-14bfd54f6a2d,3fe81478-aa9c-41f6-9537-3a2bcb49a3ef,fbbe4c43-1c04-4611-b31b-fbdba1c39170,2024-04-06,27,119.69,West April
18a64824-cb6b-492b-bbfd-8c576bb9cb9f,8c6d3b63-22db-4a31-8706-451a4a4f2b5c,1424740d-988d-4d5a-a165-88e535a2569e,2024-04-22,34,75.13,New Melissa
9afbef8f-3f6b-41aa-ae43-768e907cf9c8,3f92a183-5205-4029-bbfc-9639c7bbc5d3,4a9e974d-92fe-4833-9a1c-cd5019a5b393,2024-02-29,96,58.65,Charlesport
98bb3a05-d308-47aa-92a5-c15b48d443fe,9d10babe-eae5-491e-b6e2-df2bea4fb565,7fe5d54e-229e-40a0-81ca-019ed1ebb801,2024-04-13,89,153.57,Woodville
f5bcff24-289c-44e3-b26b-3cd32e9fe110,b4282dc5-10f4-4d0e-9465-539a6e4aa200,c3fe1d5f-a58a-4a0e-819b-2cbd09c00549,2024-04-16,6,199.36,North Josephhaven
8daea3a0-04b9-4ca8-84e5-ca4e8dc21fdc,2a78e879-fd86-4784-bb24-1320d1b612f0,54bc1482-456e-49a5-a448-068cb7aedd8c,2024-05-08,91,53.94,Sarahborough
e5c99e38-d46e-4c37-9eeb-3a7eb421afb7,c0a63a7a-6e37-42c8-97ca-cfdc64c394cc,7e9e65ec-c625-4bab-a12b-c8ddccf79ced,2024-02-05,9,118.58,Port Judithside
f8e2c3e2-5446-4d7a-ab6c-d20e255c4d60,d5c30816-010e-4832-b2b7-b8bf01f770d4,f2d7092a-3d92-482c-85ef-ed8a56e8b64c,2024-04-28,30,56.8,Williamshaven
20e5c027-e318-4831-bb74-ebe5f4b4bd5b,3deb9a49-2b58-4484-b134-9d0421bf1281,be7dfa31-bb74-49b3-981b-d58c4b00b223,2024-03-27,84,187.43,Haroldfort
800a5e21-3754-4613-9fe0-a5059ef36178,282b5637-0840-4d60-ac21-4870308b8bd2,b0fe5c32-63f5-4500-8b8c-ca2e056a565b,2024-01-13,33,105.86,Roseside
3c465a7d-c2c9-4648-a0ec-93d2a58791ef,b4282dc5-10f4-4d0e-9465-539a6e4aa200,4e883a24-5ecd-405c-8ee8-1d0e05d61075,2024-01-04,27,180.68,Lisatown
6df6a0f5-d1ba-4b52-87d7-0b31e291ec40,5c3c98f8-d9c8-4a69-bc07-ccbb7e89352f,c741c722-9f1e-439c-b506-1bb7275d73a8,2024-03-05,86,43.45,Nelsonstad
66033a65-1c22-4e60-8bc0-c698a72ca259,743eccdf-edd8-407b-965e-533256d81570,fd0f89cd-f111-4960-a35d-154e5434c6fa,2024-02-17,47,70.62,Stephaniefort
7e8e2219-d480-414a-88e3-71fbb092bcad,eff9c1af-62e8-497a-ae94-099780a7b3e4,2477d388-92d4-4cc5-89cb-44532828f1c8,2024-03-23,36,106.72,Lorishire
97328f37-f656-4b47-a39b-0b86d0bc01e0,db2b1a95-249e-4385-8d19-fb746347d166,11504778-92fd-4d1e-9c33-f43f65ad218b,2024-01-16,39,183.8,Jenniferberg
1fae7573-e9b1-4f54-84b5-d002533de02e,f5360238-4fb6-43a7-83e2-dfb8e9ccb280,2a8bd23a-086a-43cc-b6d9-c7afef6ba8a8,2024-05-26,49,93.48,Flowershaven
ef3b7520-9845-4e18-84d4-e04bee7e197c,11cc7dd9-3627-4b6d-bef7-5a279e1868fe,5af038ab-57b0-4b58-9ca6-3c89af6728d4,2024-03-15,48,24.84,Anitatown
6691bb02-685a-4ebc-a43f-c3a3a702e9d5,a5a186f6-cda9-47b7-8520-5fc5cb66ceb2,51c1acf4-f269-4efd-ab85-4966ffc7cbbd,2024-05-24,46,120.37,Smithfort
8964e995-31ce-461d-84c7-69bb22e1fab8,40c573ec-a1ca-49e4-a3ff-5a6cf0a1db0e,0cb9f395-c75a-4112-b91a-468676660901,2024-05-21,75,83.62,New David
08154a4b-408b-428b-8c6f-7d31831c957a,9ecd43cb-576d-470e-9e68-19f94280f6f4,3e51f4e6-6fb1-4e50-9b83-6e9af6a2bbbe,2024-01-18,78,27.35,Carterhaven
bcf2900e-9b0e-403e-9c2a-e984e28852cf,7a0fafba-3d17-4e06-a1c0-8072f6d5674a,233f0666-a265-4f9d-80f0-42618045dd13,2024-03-17,81,79.5,North Lisa
a56a532f-416d-4e7f-95f4-ca59d785c91d,3b0abc2f-3c3b-4864-8cba-f67e59fdccce,3a75535f-a312-478e-b063-2aadc9fdcd5f,2024-01-10,84,86.22,Nguyenville
221808e3-0d51-492e-844e-ca8d80460dd5,6a23e37f-3434-46a0-ab6a-e8e24877800b,9a920c29-f11d-471a-9563-e99a5b9989a9,2024-04-24,20,104.4,Mccannchester
bd40c389-f8b8-4af7-914d-422cd2ecc2df,4ae28d24-d0f4-4d69-ae12-3748b05f3d08,329851a6-1d15-408e-a936-2bee531f912f,2024-01-24,66,102.88,Lake Joshua
c972400b-4f60-4c0c-a666-7a6ceb70981d,0781577e-a306-49ff-b826-a8e8b30103b1,2a8bd23a-086a-43cc-b6d9-c7afef6ba8a8,2024-03-30,1,161.44,West Susan
f68f3e65-f716-4b13-9ec1-82ac2635d394,79f28333-da16-460f-9bee-41df3198e4d9,c015ea92-55eb-4b75-944e-bfbcc86f0b62,2024-03-02,30,62.91,Warnerville
462684cf-1496-4dab-9dba-a7a2a00a8ce7,4dc43f72-a28a-4505-8895-98331cfc8e66,9ac7756b-67e7-4176-a4c7-9c76eb3cf6be,2024-01-31,47,121.73,New Davidshire
9b3e6f0d-e07d-4a01-97f4-3d3d92677956,386c6587-0294-4106-879e-5290eb4f5335,974e2e1a-fc54-4918-ac02-f8474d5069b2,2024-03-24,66,145.74,East Victorton
598f824e-0bff-4df2-a1ca-00fcf5edb1cc,8d14c56c-3d06-497b-b889-d7c324a9a08f,ef702eb6-8cca-483c-ac84-9cdc1c4e84a9,2024-04-03,2,176.52,Davisville
a08d33c2-20df-45ed-b2fe-c7bd48542830,cbd932e1-17b9-49eb-a3cd-c45ee61b0da4,84b1235c-50c7-49e7-8c35-31df22afe79c,2024-04-20,82,38.98,Sanchezland
ae87c8b0-9003-454e-9fe0-60d26ec27812,dd309106-cf5c-421e-8261-aa0f4b06c78f,a09b6e6b-e1c9-47b6-82c6-46921c756536,2024-05-03,98,127.73,South Jesse
f6d8f4aa-da64-4893-80ff-305e18902b93,e2bc1ca7-5a66-4301-b435-337cefcbb803,7fe810b9-f00e-41e9-89c3-b5ccd292adef,2024-05-24,12,71.56,Evanmouth
c0e59ae5-f971-458b-bdfd-a4fa10723ed8,f6977812-f078-4d09-867f-07b4b2f4b8dd,72d54c54-66cf-4ac8-a34b-1812c2976458,2024-01-24,25,135.4,New Keithshire
caa8cb19-95d5-477c-9f80-70eb4325d6ef,1a396ed3-56d4-4653-9db7-ade162e955b1,7d403948-46d1-42c5-952b-79b5f4709faf,2024-02-21,85,48.87,South Emilymouth
6eaccf93-8f79-4aaf-bdda-5b75f10d4cfd,d3347546-914e-4f0d-84c8-3e231623e779,b01df45f-7e35-4027-a7b6-801f76288f1a,2024-04-18,22,69.28,Duranfort
7bdac860-0406-47cd-83d7-c901e7743861,5f0d1aee-40a6-4b42-a6e7-d8fe5cac9788,10d5aaba-f86e-48bc-8141-5246fad0e4b5,2024-02-11,46,98.42,Lake Joshua
d0e4729e-8cd9-4de6-8b4c-ac602186684c,abae2594-abb5-41bd-bd4d-acfc22a07f69,1e2fd5cd-9e90-46f0-996d-72c927678ca4,2024-05-09,24,101.84,Johnmouth
fa13a5cc-d3b6-4ac5-b617-7759bf8c812f,ec5d86a3-41c7-41ab-854a-bc780ae6aa7e,7c804ea1-d4e8-45bb-980b-56be551ed687,2024-05-29,39,195.99,Davismouth
2f2d160d-f80c-466b-bb55-aea6e3aa01c7,8ae5001a-463b-433d-8b36-6b3b8d9c47fa,134f7cdf-7d51-4e83-9055-8759725c7360,2024-02-16,11,87.4,West Andrea
8c804022-7a11-415d-adfc-b7161993dcc9,5d9d880b-ca26-4371-ab1c-73f3743120f7,9d2764be-f2b5-4a66-9b74-dc8fcff05c79,2024-03-13,67,113.46,Tylerhaven
e76f8ea2-5210-4395-97be-b0680abbc804,989408a6-5273-4137-ae60-8b7a2ba99136,64d30b2f-7f6f-49eb-bf18-a6ec7e21b228,2024-05-12,10,121.5,South Jasminemouth
2bb85bb1-3838-43bf-8e21-511206424c18,ba093a21-769c-4f92-9704-745d31e1cc22,63548524-84a3-4208-99b7-4270da06a2d2,2024-02-29,16,76.93,East Victoriaton
001cf8e3-f518-4399-bf39-2160e00a90fb,9d9f70e9-6f32-4451-8e34-b25fb58377d3,e99dfa2a-1819-4af9-b229-bd32319c65cd,2024-02-15,69,194.12,Montgomeryton
6a5274e4-8e31-4908-9b3b-36bc2ee03b2f,72663e47-db5e-49d5-bf39-fe0c482723bd,d853b76a-d047-4b81-85ad-7eac33242060,2024-02-21,7,174.0,Andersenshire
61ed0e8a-2238-4217-a47f-e7fb0670d13a,c0ae56ed-20a1-4afb-8b7d-470acd63ee4e,2a97c639-9432-4729-ae07-903c74c1f40e,2024-01-19,77,169.9,Mckenziefort
27bce4d3-b33e-48a1-9315-326e6aa9eecc,db88bd79-c212-43fd-8690-049ddb508d1c,b29ea6f9-ff46-4463-9450-fbee6cf07333,2024-02-07,45,183.65,Wagnerland
4cfc7794-b8bb-4994-bf6f-688d60d1760f,6d30d578-392d-4372-87ed-0baffe2d634b,327e2968-8fc4-49ac-91a8-a590616807fd,2024-01-15,55,117.15,Princeside
467a63ae-5d08-4042-be33-eb0d79511bb2,4d1696f1-705c-495f-a524-e72b91593510,cbb8299a-34c0-44b2-a04e-76e85e53fe67,2024-05-04,17,91.35,Johnland
ff3e8fc2-aeb5-4ab8-bace-f071f4559db8,2685f37d-abbd-47cc-a4a2-4ca5110f48e6,4a9e974d-92fe-4833-9a1c-cd5019a5b393,2024-05-29,68,161.68,Stevenmouth
60f4387c-c867-491a-8543-93b31cf847db,f71a30a0-3ab8-467a-b46b-86310f4234d6,5b5c08e2-e89b-4952-8e17-61da1b5ff793,2024-01-01,72,139.67,Lake Brookeburgh
970f08f3-8aca-4910-bd0d-a56f8d7ccb6f,0709210f-59e7-45dd-9cd2-e0b4d9b35560,37bff5a7-8f4b-439e-b679-e5d757d1696b,2024-01-15,9,31.53,West Kayla
ccd35d35-a050-4208-9464-4ccf054dfee7,48e03b3c-0a07-4972-957e-14c1a4baa7bb,6c1f05f3-5192-41eb-b20f-3823ce6b4c98,2024-03-31,88,99.44,Randyfurt
5ddc43ca-155b-4e0b-846d-67cc16250492,70db77c4-6df8-4a12-8e46-e5f443abb914,d748e6dc-7400-477d-8106-ca1c2a976795,2024-04-13,99,120.82,Sandersview
17f74e83-63b0-4908-806e-d1889a7d9b5f,353fd6ad-54b9-4016-b93c-f0b5e7f79a62,ef5d231d-b037-4e81-876d-10832074726e,2024-05-24,57,93.38,Patrickfort
031d2b8c-f5ca-4cbc-8502-06ddec7f7739,ed8d9eec-a7d6-4758-9d45-0ef56046d661,b4c0245d-498a-4d72-9b6d-f8b335e8050a,2024-05-30,3,20.96,Adamsberg
b8bc59b7-3684-4c6f-979d-64a2dbc84a0d,1d5e60bb-688e-48a6-8c30-dfa7c56fa03d,f27f0b4a-41c6-4c31-a4bd-2e469e6dd4f0,2024-01-20,51,26.24,Wilsonstad
09067ed1-232a-4fbd-8ed2-1e7859436668,9e407035-5da3-4845-b5d3-04615463d30e,dcd4fde7-97b9-403b-ba7e-2bec9aa64e47,2024-03-24,49,174.92,Josehaven
e93a6002-64d1-4993-a562-a5a2f09bc31f,95d3f62f-c58c-4be6-b285-77b7c30e4356,0c731d06-dcdf-4cd1-a196-08b15e363944,2024-01-14,81,184.19,Lake Gregory
4d9afb8a-7c09-4ea5-bf8d-b5be5012500c,cc77a9e7-8839-43d7-909e-8ae2febdcbc3,d853b76a-d047-4b81-85ad-7eac33242060,2024-04-06,58,136.8,West Danielfurt
735e410a-2967-4456-9f32-b6ac89170209,717e0a71-6651-4628-b2dc-d87038e95ad1,fece2894-4b5d-41b8-a82e-ec7415c428b9,2024-03-08,80,49.62,Nicoleborough
eefb18eb-91b0-4f72-b1de-0313d2a72dbe,d7c90871-2fcc-464a-a905-5cdef7cb1a9f,12029583-83ce-43f1-a030-628cef0f5d7f,2024-05-16,69,88.09,North Christopher
47dfafc8-5b89-469a-b069-717a5e9c7f85,c9832290-e4b3-4741-912a-9eb65970cde9,82990f84-2d7e-4625-93a2-1fe38158d086,2024-05-11,57,195.44,Walterborough
a8a19b88-1695-4704-836e-64d830b85aec,a3dc355e-5eed-4adb-a4ca-6cd70c431c91,dcd4fde7-97b9-403b-ba7e-2bec9aa64e47,2024-04-22,49,66.41,Greeneborough
b5d80b6c-329d-4145-93e6-7695bc2eb357,04300706-a51e-4f6e-969f-28de4e8e4122,0883b11b-6d32-47d4-b54c-7761bddf3451,2024-03-16,18,180.47,Gloriachester
0bf3fc41-934b-4ce9-9439-8613329c33c3,9e5ca303-200e-41e5-879c-b60ac8cff1d0,01a75c8e-2352-48ee-87e2-b0277400fc2f,2024-01-10,83,92.95,Port Robertview
2d07e8e9-0792-437f-b86f-b9ee89088cca,9c5e92d4-b5c9-4aa0-aee7-d39dfc469fb1,a9d72c47-9f38-4d64-98e7-ac9b40fb3ef6,2024-04-05,75,118.73,Andrewmouth
bffb790c-4992-4c3e-bd14-6f5164953d8f,a2991b38-1a86-48ac-9843-c915b48948b2,c8358d0a-4f6a-4c07-a2d6-31b29f9c835b,2024-05-27,60,172.54,Sarahfort
8103dbbc-cf9c-4b65-a41b-4c2f984aa336,8e126db2-2690-4feb-a53f-577bd8363e36,fd3f93f2-113a-4900-a3a2-893bf199978c,2024-03-01,79,20.93,South Jesse
11f0fd24-9ccf-4e78-805e-c669352175b0,6b4aa084-d3eb-406f-9b68-a235ae292a23,887e1711-51ff-4428-90ad-b01404164c62,2024-02-12,19,162.58,Danielside
3a31ef36-cc9f-4841-a532-5306cc5fc29b,b065b651-e183-46d4-9e73-b1bba1fa13b2,2477d388-92d4-4cc5-89cb-44532828f1c8,2024-02-13,6,58.29,Christopherberg
04496fda-67df-4f70-9949-5ef6be80a4f9,5d9d880b-ca26-4371-ab1c-73f3743120f7,fca88173-d62b-4700-bbaa-04b0e54b1549,2024-04-25,79,126.61,Port Haydenmouth
e7607c8b-edf2-4720-bb4b-a081296433a8,f2d6c56f-9532-4bfb-a4ab-77dc3d206e3e,e13beebd-70c1-4cb6-aa34-0b9d4096c88b,2024-02-18,2,80.19,Curtisberg
c9a154af-52db-4479-a8c8-80c2e3ee98c4,4a8fad0b-1df7-4ed3-af87-aabcad208a24,01327666-3dda-44ed-902e-19265640097b,2024-02-09,40,150.41,Port Adam
74a4453a-aaeb-4bc3-a8bc-c4853b265d31,fbb78ca3-815f-4653-960f-7f4d97ecebe6,7d2f42bd-14ed-4b94-8bd3-471a08b0a2ec,2024-03-16,18,126.18,Hamiltonbury
f3a3ab74-8a49-4c1f-a1e4-ac5e740f0037,79f28333-da16-460f-9bee-41df3198e4d9,3a294b17-29c6-438f-8db5-97712d8c55df,2024-04-03,34,33.83,West Marcuston
833fad95-0ab7-4d66-81c7-cf960cce627c,31254bad-4dd3-4625-980d-71c509bb376c,a330f633-6ae4-40dd-ae96-5505abe5bc8d,2024-03-04,99,108.14,Port Matthew
80a43ed7-8653-4b03-9b09-feca3d66041e,09b18687-17cd-466e-a2e1-8a5921ad527e,be35e596-af00-4a17-9a4d-efc55a1512ea,2024-04-09,71,90.92,New Chelseyland
1e2211b4-7580-4051-be46-a1fb8e394e17,3788e071-3adc-413f-81cd-0be73f43faac,abdd6bf9-8d63-4b79-b777-6a3f093957ae,2024-01-13,83,159.02,West Debramouth
ba1890ac-9e6e-47d1-b59a-0036fac469b9,3b11a2cb-0589-4d74-ab0e-643e0f0968f6,5d297e70-135a-40f4-8162-245c048d5a9c,2024-01-03,72,124.19,North Jeffreyside
c0413298-3dc5-4ea4-9d28-1a13f0f34d30,d7c90871-2fcc-464a-a905-5cdef7cb1a9f,dad3259d-e036-4498-b763-2708e8a43cbb,2024-05-04,29,199.7,Melissaside
a55917db-b9a0-4f6d-b9d2-f75c6314cd87,d93e8f4f-8404-4a07-88ac-36edb3176f73,c668b0d7-40ad-4be8-9e23-b274df55235b,2024-01-02,23,93.53,Franklinland
317ccd20-078c-4bed-a494-203e21ce24a5,dd309106-cf5c-421e-8261-aa0f4b06c78f,656b92bd-5445-426b-88f9-9b1796c755b3,2024-03-02,36,118.75,Kristinside
81e3a495-8dec-4a29-bfc2-6b152caf6753,f433ead8-a0e0-419a-a0ee-1b5b1dab3aed,d5e3b0da-a0cf-4a5e-a97c-028e86fb9e96,2024-04-21,18,54.63,Foxhaven
6ae2186e-8c62-4fb8-8531-c4359f259313,e8496611-679f-4e96-a956-de15ce5d4060,f44095b0-6987-4e8c-a782-5a559869791d,2024-04-04,34,179.96,New Jeffreyfurt
186a0917-195d-4186-816b-0a174522c407,7de675dc-f1ac-49b2-b152-ea037e0b44b6,5059c992-f177-418f-b2ca-3d21055f2ff5,2024-02-14,49,37.22,Lindsayside
a683ccea-269f-4514-94fc-5530067a905c,53472019-8b25-4d7a-81f2-bbc44aca2afe,196c2a8c-bb21-431f-abca-7c2dae67fd41,2024-03-24,60,117.26,North Troy
51a24f7b-7822-4d44-ae3e-65247e2ef6d5,d7c90871-2fcc-464a-a905-5cdef7cb1a9f,b74fe7d7-a105-4e54-84d6-400c2288076a,2024-01-31,86,103.7,Jenniferhaven
2f769bbf-940f-4d57-a748-ac1b24c7e5bb,16f217e6-061c-4e13-b47d-2903bbb135a9,821c7312-7ad6-4fda-a97e-cac40efe1028,2024-04-22,76,119.74,South Kelsey
72e95373-ab8a-4a84-8e89-c555c3385430,50252fd7-dd79-46b2-966b-a06e097fa0f2,7a14c46b-95f8-4c16-bf6c-14d0efdca6da,2024-02-23,59,33.86,Johnsonport
3a605de4-f2c6-4923-8b3e-acb4afbdc93a,62aebe1e-fff7-48c4-a0ba-a9c699c7d95a,d0a0fb90-ce92-4d37-878d-a771c905b141,2024-01-20,34,191.13,South Dennis
9961e8de-490e-47dd-90d5-08aebf231246,70db77c4-6df8-4a12-8e46-e5f443abb914,a976bbd6-11d2-4866-964f-266208c04a3b,2024-04-05,22,30.92,West Alejandra
c8883b28-48a5-4587-90c0-b024c9603598,ff7e9ca8-be65-42e2-bfa0-99fb9ca90c37,9d1d2166-8571-4e3e-a5f8-15208d0d8f91,2024-04-29,65,175.64,Thomashaven
bce59856-7b57-42b8-a683-1b6854ee7085,3051bfc9-539c-4c8d-acd3-579c11792d3c,3e14823a-1f93-48ea-b8c4-bc037ea68871,2024-01-18,67,42.24,Kelleyfort
8e1e419f-b11b-4e4f-859d-e9d42548f2f9,57fbfc93-6ea6-4849-b2f0-f37a427eb48f,6c60bbdd-0382-43e6-b53e-e0728c9b48e8,2024-05-18,35,187.71,Danielland
2ed07649-71fb-45e9-9cc5-e1e5f4c96164,24f04beb-f094-42a4-b79a-0bdbba19082b,da7e8afe-17ec-41cb-ac95-e1c50159cc5d,2024-03-18,30,106.64,Nathanstad
6aa06269-1dfe-4c7b-b476-0e518069dc68,ea1af6cc-2485-47b9-b70b-5b5a49413826,71daeeab-11a9-4c9c-bb9f-d6e7c99f9870,2024-04-19,46,177.54,Jonathantown
a16f3443-f952-4810-ad97-3d6ee4457c42,2a78e879-fd86-4784-bb24-1320d1b612f0,c2e3498f-0df9-4fee-9d70-1cee60f51f1c,2024-05-27,13,101.55,Josephchester
c5ec7ba9-eb0b-4f04-8c81-c27ef6d037e0,848460f3-cf6c-47e7-9c1c-960a7c94dcd4,a466a115-db7d-4816-a716-ceeb9b795a55,2024-05-19,20,187.59,Jamestown
950beb99-8133-4ff8-b738-a6c686f400d3,ac5dc8f1-a5e0-4581-9ec0-802256470938,b4c0245d-498a-4d72-9b6d-f8b335e8050a,2024-04-15,18,53.78,Lake Christinamouth
295e52bb-93ac-4c46-931f-1c99d9bf1910,f8830408-92f6-498a-ae9d-77ed5e18a68e,6df4f0c1-eff2-4e43-93e8-d69b7e0ef1b6,2024-04-14,86,37.65,New Erika
29762fb1-6917-4453-b31a-a502bce5eeb9,212279a4-25d9-4abc-9199-665a1503e699,c6a5cb73-605d-488d-8598-73579581ed3d,2024-05-11,13,91.49,North Lauraton
f9cf33fe-40f6-4423-a72c-de5357b5b5c7,26f3e3a2-2cf8-4c63-95cf-f39ea7979f3d,4e883a24-5ecd-405c-8ee8-1d0e05d61075,2024-04-26,98,183.02,Schultzmouth
f76bb438-1f5c-41ef-a790-6661aa87486b,c911fbe6-ca99-4c76-bbdd-21c3f786df58,c90d908d-0a98-4135-9535-d6e9d9950f6c,2024-01-09,98,91.0,East Michaelstad
49aeb3aa-8d76-4651-bdf5-35eb4d5d4f40,a1e1219e-1d60-45ac-808d-f6172ffddb08,d5e3b0da-a0cf-4a5e-a97c-028e86fb9e96,2024-02-01,22,111.18,New Katherinefurt
184523ad-c489-462a-9cd5-cf6878e26822,e2bc1ca7-5a66-4301-b435-337cefcbb803,1ae8fd5f-f2c9-47c9-a1aa-589713e44a4e,2024-02-24,27,49.03,New Ronniefort
36ae394b-4b81-4d2b-b155-9c20f6c6bcfe,a78b168f-d84c-41fb-bf33-4d5f8017a5e8,8ac7beb7-96e1-4283-8766-0a14342d16b8,2024-03-08,84,39.91,Stantonmouth
125345ba-ef75-4b1d-8927-84ca08527281,24e06efc-8613-4535-9bb4-01693f653964,504ec152-b5f0-41a0-b08f-ae8d0f4b7c09,2024-04-22,94,86.81,Port Robertborough
3c725856-0a24-4231-a337-458847584233,94ad5486-086c-48c7-8694-61b912b92203,2a2047a7-93a8-40f7-99ad-c33e0c1d8c6f,2024-02-20,41,68.35,Jacobsonmouth
c76ef0b8-a085-4a75-9b53-9c3bd08b5cac,235391e0-e837-4a9c-a48b-ed4837bc19de,4d26011a-030d-4a06-aa26-8e5d89fb2659,2024-01-28,46,38.88,Lake Brandon
629136ac-b7f2-4998-a8d1-8d04e2440bac,df473c96-c3e7-48c0-ba11-2e461fab1d34,ce6709c2-859d-4db9-bba4-a8c31fa3fcb0,2024-02-01,95,185.26,Lake Jacobborough
a5a9afe4-b9f2-456d-942f-fee3df11da2c,8c6d3b63-22db-4a31-8706-451a4a4f2b5c,91ba1e6d-e1fe-44db-99ce-f48ddc424b79,2024-05-19,79,163.61,Jeffersonland
e4e279ef-85ad-4e98-820d-ac01652cd540,6d30d578-392d-4372-87ed-0baffe2d634b,55a1bf5d-f24a-42de-ae3b-29b18c8d6736,2024-03-28,82,67.38,Rogerhaven
79c24d2e-8f62-4ba7-8b25-c32080c740f9,0d7e5631-cfb6-4e7e-bdd8-4a38fd4bbb43,bcb95c1f-bd05-410d-b79d-76784c12f7ba,2024-01-21,91,151.07,Janetshire
78e91de6-84d6-4d71-8a97-ecd13807d929,aff444ec-9b74-4179-943b-84a3670bfd1b,7fe5d54e-229e-40a0-81ca-019ed1ebb801,2024-05-07,25,180.99,Franklinmouth
2f5861c1-9a6e-4a2e-9ec2-8c84766baa8a,c7e184b5-7d61-429d-916d-cc18321684b5,a41e6b9b-ae42-473b-bf50-328304e79e9f,2024-05-21,36,181.88,Evanston
11047d1d-2b90-44f6-8e8f-821937e219aa,bca501a4-e1dd-4da6-8fc0-86109fd9bb5f,2cae01ae-a9be-4ede-bd51-cfd47a2ca4a9,2024-05-12,37,195.36,West Shannonmouth
50337b56-e0ed-4d84-8e58-6b6d28ee8182,90882898-1dd7-43bd-93b2-24a944228f4d,8aaf7932-1aff-4bf8-8e28-742ad4503dfd,2024-01-31,52,132.28,East Kyleborough
4d7644d8-3223-40fd-85ab-90a9517405b8,22f75065-ee10-4e5f-8140-92d6b1a35361,4d974b33-406e-49a0-b485-78eda9bef633,2024-05-24,2,51.77,New Gina
441d54bc-92a8-48f0-bc2d-1f20dfa3619b,0e67d915-70fe-47a1-8e87-7a6f45b38c71,af9223c4-9dc0-44bb-abe1-5e34135f514c,2024-01-08,16,158.72,South William
8806dd28-a66e-47ce-a76e-5c0d9ec6030d,1794658c-480b-4f26-ac79-51f4e7ac10f4,2477d388-92d4-4cc5-89cb-44532828f1c8,2024-01-18,22,105.18,Smithfurt
1e7b13d5-c66a-4ce9-b0f4-5cc15d4a8875,898d688c-9ee7-45b1-b892-c6ea5d83c0f4,2d435295-eb9d-4a46-be7e-bb997ebb22af,2024-05-09,82,165.72,Pamelamouth
